join,envelope,full_title,short_title,subject,call_num,scan_num,url
28544,"W0170100,W0162100,N0134100,N0131500","Africa, west coast, River Gambia entrance / from the latest information in the Hydrographic Department to 1942 ; published at the Admiralty 31st July 1942",Gambia 1943,Nautical charts -- Gambia River;  Coasts -- Gambia -- Maps;  Deltas -- Gambia River -- Maps;  Harbors -- Gambia -- Banjul -- Maps;  Banjul (Gambia) -- Maps;,BA 608 1943,agsmap027964,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28544
28757,"E0700320,E0702000,S0491800,S0493400","Océan Austral - Iles de Kerguélen, baie du Morbihan (partie est) / d'après le levé exécuté en 1949-1950 ... Service hydrographique de la marine ... 1952",Kerguelen Islands 1963,Nautical charts -- Kerguelen Islands;,French Chart 6087 1963,agsmap026735,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28757
28759,"W0605835,W0605446,N0144905,N0144401",Plan du havre de la Trinité (Ile de la Martinique) / levé en 1824 ... Dépôt général de la marine ... 1827,Martinique 1942,Nautical charts -- Martinique -- Trinité;,French Chart 389 1942,agsmap026438,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28759
28760,"E1645400,E1650225,S0211736,S0212500","Océan Pacifique Sud, Nouvelle Calédonie, Port de Mouéo / d'après les documents les plus récents , Service hydrographique de la marine ... 1951",New Caledonia 1954,Nautical charts -- New Caledonia;  Coasts -- New Caledonia -- Maps;,French Chart 6089 1954,agsmap026736,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28760
28761,"E0700300,E0702000,S0491800,S0493400","Océan Austral - Iles de Kerguélen, baie du Morbihan (partie est) / d'après le levé exécuté en 1949-1950 ... Service hydrographique de la marine ... 1952",Kerguelen Islands 1955,Nautical charts -- Kerguelen Islands;,French Chart 6087 1955,agsmap026734,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28761
28764,"E0351645,E0352400,N0333640,N0332745","Mer Méditerranée, côte de Syrie, abord de Saïda (Sidon) / d'après le levé français de 1921 et les documents anglais les plus récents ; Service hydrographique de la marine ... 1954",Lebanon 1954,Nautical charts -- Lebanon -- Sidon;  Coasts -- Lebanon -- Sidon -- Maps;,French Chart 6091 1954,agsmap026737,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28764
28770,"E0270000,E0420000,N0470000,N0400000",Sbornyĭ listʺ kartamʺ i planamʺ Chernago i Azovskago moreĭ / Izdanīe Glavnago Gidrograficheskago Upravlenīi︠a︡ Mgo Mstva vʺ 1909 goda ; Sostavli︠a︡l Polkovnikʺ Mikhelʹsonʺ ; Korrekt. Kapitanʺ Kapitanʺ 1 ranga Artshvager; Сборный листъ картамъ и планамъ Чернаго и Азовскаго морей / Изданіе Главнаго Гидрографическаго Управленія Мго Мства въ 1909 года ; Составлялъ Полковникъ Михельсонъ ; Коррект. Капитанъ Капитанъ 1 ранга Артшвагеръ,Black Sea 1909,"Nautical charts -- Black Sea -- Indexes;  Nautical charts -- Azov, Sea of (Ukraine and Russia) -- Indexes;  Black Sea -- Maps -- Indexes;  Azov, Sea of (Ukraine and Russia) -- Maps -- Indexes;",Russia Chart 1762 1909,agsmap028183,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28770
28773,"E1211425,E1212007,N0384847,N0384536","Vremennoĭ planʺ mi︠e︡rnoĭ mili vʺ Port Arturi︠e︡ po rabotamʺ Ėksped. Vost. Okeana 1899 goda popolnenʺ promi︠e︡rom bronenost︠s︡a ""Navarin"" 1900 goda / Kopiroval khim. tushʹi︠u︡ K. Berezinʺ ; Korretirovalʺ Polkovnik Zembalevskīĭ ; Pechatano sʺ alli︠u︡minīi︠a︡ vʺ Glavnomʺ Gidrograf. Upravlenīi M-go M-va vʺ 1902 g; Временной планъ мѣрной мили въ Портъ Артурѣ по работамъ Экспед. Вост. Океана 1899 года пополненъ промѣромъ броненосца ""Наваринъ"" 1900 года / Копировалъ хим. тушью К. Березинъ ; Корретировалъ Полковникъ Зембалевскій ; Печатано съ аллюминія въ Главномъ Гидрограф. Управленіи М-го М-ва въ 1902 г","China, Lüshun 1902",Nautical charts -- China -- Lüshun -- Maps;  Coasts -- China -- Lüshun -- Maps;  Coasts -- China -- Liaodong Peninsula -- Maps;  Lüshun (China) -- Maps;,Russia Chart 578 1902,agsmap028180,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28773
28774,"E0504500,E0543000,N0734800,N0720500",Karta zapadnago berega Novoĭ Zemli otʺ mysa Sukhoĭ Nos do mysa Si︠e︡vernyĭ Gusinyĭ Nos sostavlena sʺ Russkikhʺ opiseĭ 1821-1901 g.g. na osnovanīi astronomicheskikhʺ punktovʺ : Kapit. Litke 1823 g. Prof. Nordenshilʹda 1875-1876 g.g. Astron. Fussa 1882 g. Porch. Astafʹeva 1889 g. i Leĭten. Zhdanko 1893 i 1895 g. g. Izdana Glavnymʺ Gidrograficheskimʺ Upravlenīemʺ Morskogo Ministerstva vʺ 1902 godu / Kopiroval khimicheskoi︠u︡ K. Fedorovʺ ; Korrektirovalʺ Polkovnikʺ Zembalevskīĭ; Карта западнаго берега Новой Земли отъ мыса Сухой Носъ до мыса Сѣверный Гусиный Носъ составлена съ Русскихъ описей 1821-1901 г.г. на основаніи астрономическихъ пунктовъ : Капит. Литке 1823 г. Проф. Норденшильда 1875-1876 г.г. Астрон. Фусса 1882 г. Порч. Астафьева 1889 г. и Лейтен. Жданко 1893 и 1895 г. г. Издана Главнымъ Гидрографическимъ Управленіемъ Морского Министерства въ 1902 году / Копировалъ химическою К. Федоровъ ; Корректировалъ Полковникъ Зембалевскій,"Novaya Zemlya, Russia 1902",Nautical charts -- Barents Sea -- Maps; Coasts -- Russia (Federation) -- Novai︠a︡ Zemli︠a︡ -- Maps; Bays -- Russia (Federation) -- Novai︠a︡ Zemli︠a︡ -- Maps; Novai︠a︡ Zemli︠a︡ (Russia) -- Maps;,Russia Chart 583 1902,agsmap028175,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28774
28775,"E0504500,E0551000,N0735300,N0720000",Zapadnyĭ bereg Novoĭ Zemli ot mysa Sukhoĭ Nos do mysa Severnyĭ Gusinyĭ Nos / Izdanie Glavnogo Gidrograficheskogo Upravlenii︠a︡ Mgo Vstva ; Pechatano v 1927 g. ; Sostavleno v 1925 g. po rabotam Severnoĭ Gidrograficheskoĭ Ėksped. 1924 i 1925 g.g. i po dannym Gidrograficheskikh Ėkspedit︠s︡iĭ 1823-1901 g.g. ; Sostavli︠a︡li Gidrografy V. Koposov i S. Plekhanov ; Korrektirovali Gidrografy N. Evgenov i V. Koposov ; Chertil A. Korolev; Западный берег Новой Земли от мыса Сухой Нос до мыса Северный Гусиный Нос / Издание Главного Гидрографического Управления Мго Вства ; Печатано в 1927 г. ; Составлено в 1925 г. по работам Северной Гидрографической Экспед. 1924 и 1925 г.г. и по данным Гидрографических Экспедиций 1823-1901 г.г. ; Составляли Гидрографы В. Копосов и С. Плеханов ; Корректировали Гидрографы Н. Евгенов и В. Копосов ; Чертил А. Королев,"Russia, Novaya Zemlya 1927",Nautical charts -- Barents Sea -- Maps;  Coasts -- Russia (Federation) -- Novai︠a︡ Zemli︠a︡ -- Maps;  Bays -- Russia (Federation) -- Novai︠a︡ Zemli︠a︡ -- Maps;  Novai︠a︡ Zemli︠a︡ (Russia) -- Maps;,Russia Chart 583 1927,agsmap028176,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28775
28805,"E1580800,E1601100,N0534000,N0521100",Vostochnyĭ beregʺ poluostrova Kamchatki ot mysa Sīamo do mysa Zhupanova po opisi Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana 1919 godʺ / Chertilʺ Kapitanʺ mal. pl. Vishkarevʺ Kopirovalʺ Kapitanʺ mal. pl. Gragaĭtisʺ ; Tipo-litografīi︠a︡ Iosifʺ Korotʹ Vladivostokʺ ; Nachalʹnikʺ Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana ; Podpolkovnikʺ Davydovʺ; Восточный берегъ полуострова Камчатки отъ мыса Сіамо до мыса Жупанова по описи Гидрографической Экспедиціи Восточнаго океана 1919 годъ / Чертилъ Капитанъ мал. пл. Вишкаревъ Копировалъ Капитанъ мал. пл. Грагайтисъ ; Типо-литографія Иосифъ Короть Владивостокъ ; Нaчальникъ Гидрографической Экспедиціи Восточнаго океана ; Подполковникъ Давыдовъ,"Russia, Kamchatka 1919",Nautical charts -- Bering Sea -- Maps;  Coasts -- Russia (Federation) -- Kamchatskiĭ kraĭ -- Maps;  Capes (Coasts) -- Russia (Federation) -- Kamchatskiĭ kraĭ -- Maps;  Bering Sea Coast (Russia) -- Maps;,Russia Chart 408 1919,agsmap028218,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28805
28806,"E0282000,E0285000,N0604700,N0603400","Baltiĭskoe more, Finskiĭ zaliv, podkhody k portam Vysot︠s︡k i Vyborg / Izdanie Upravlenii︠a︡ Gidrograficheskoĭ sluzhby Voenno-Morskogo Flota ; Otpechatano v 1964 g; Балтийское море, Финский залив, подходы к портам Высоцк и Выборг / Издание Управления Гидрографической службы Военно-Морского Флота ; Отпечатано в 1964 г",Gulf of Finland 1964,"Nautical charts -- Finland, Gulf of -- Maps;  Coasts -- Russia (Federation) -- Leningradskai︠a︡ oblastʹ -- Maps;  Coasts -- Finland -- Uusimaa -- Maps;  Coasts -- Russia (Federation) -- Vyborgskiĭ raĭon -- Maps;  Harbors -- Russia (Federation) -- Vyborg -- Maps;  Finland, Gulf of -- Maps;",Russia Chart 452 1964,agsmap028239,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28806
28808,"E1264312,E1265054,N0342416,N0341706","Planʺ gavani ""Nautilus"" po osmotru ofit︠s︡erovʺ Germanskago Kreĭsera ""Nautilus"" vʺ 1885 godu / Kopirov, khimich, tushʹi︠u︡ G. Zakharovʺ i N. Klykovʺ ; Pechat, s kamni︠a︡ vʺ Gidrograf. Upr. M-go M-stva vʺ 1890 g; Планъ гавани ""Nautilus"" по осмотру офицеровъ Германскаго Крейсера ""Nautilus"" въ 1885 году / Копиров, химич, тушью Г. Захаровъ и Н. Клыковъ ; Печат, съ камня въ Гидрограф. Упр. М-го М-ства въ 1890 г",South Korea 1890,Nautical charts -- Korea (South) -- Wando-gun;  Coasts -- Korea (South) -- Wando-gun -- Maps;  Islands -- Korea (South) -- Wando-gun -- Maps;  Wando-gun (Korea) -- Maps;,Russia Chart 369 1890,agsmap028212,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28808
28809,"E1594132,E1594740,N0531556,N0531200","Planʺ bukhty Bechevinskoĭ sostavlenʺ po glazomi︠e︡rnoĭ sʺemki︠e︡ i promi︠e︡ru Shkhipera Shkhuny ""Storozhʺ"" F. Geka / Chertilʺ khimich. tushʹi︠u︡ A. Kamarovʺ ; Korrektirovalʺ Sht.-Kapitan V. Pashkovʺ ; Pechatano vʺ Glavnomʺ Gidrograficheskomʺ Upravlenīi Mgo Mva 1901 g; Планъ бухты Бечевинской составленъ по глазомѣрной съемкѣ и промѣру Шхипера Шхуны ""Сторожъ"" Ф. Гека / Чертилъ химич. тушью А. Камаровъ ; Корректировалъ Шт.-Капитанъ В. Пашковъ ; Печатано въ Главномъ Гидрографическомъ Управленіи Мго Мва 1901 г","Russia, Kamchatka 1901",Nautical charts -- Bering Sea -- Maps;  Coasts -- Russia (Federation) -- Kamchatskiĭ kraĭ -- Maps;  Bays -- Russia (Federation) -- Kamchatskiĭ kraĭ -- Maps;  Coasts -- Russia (Federation) -- Elizovskiĭ raĭon -- Maps;  Bays -- Russia (Federation) -- Elizovskiĭ raĭon -- Maps;  Coasts -- Russia (Federation) -- Yelizovskiy Rayon -- Maps;  Bays -- Russia (Federation) -- Yelizovskiy Rayon -- Maps;,Russia Chart 568 1901,agsmap028193,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28809
28813,"E1220843,E1230127,N0393021,N0390552",Karta gruppu ostrovovʺ Ėllīotʺ i berega Kvantunskago poluostrova otʺ mysa Terminalʹ do mysa Bilikhė sostavlena po opisi Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana 1899-1901 g.g. / Chertilʺ Michmanʺ Loman 2-ĭ ; Korrektirovalʺ Podporuchikʺ Prokofʹevʺ ; Pechatano vʺ foto-metalltipnykhʺ masterskia Glavn. Gidrograf. Upravl. vʺ 1903 g; Карта группу острововъ Элліотъ и берега Квантунскаго полуострова отъ мыса Терминаль до мыса Билихэ составлена по описи Гидрографической Экспедиціи Восточнаго океана 1899-1901 г.г. / Чертилъ Мичманъ Ломан 2-й ; Корректировалъ Подпоручикъ Прокофьевъ ; Печатано въ фото-металлтипныхъ мастерскиаъ Главн. Гидрограф. Управл. въ 1903 г,"China, Changhai County 1903","Nautical charts -- Yellow Sea -- Maps;  Coasts -- China -- Changhai Xian (Liaoning Sheng) -- Maps;  Bays -- China -- Changhai Xian (Liaoning Sheng) -- Maps;  Islands -- China -- Changhai Xian (Liaoning Sheng) -- Maps;  Changhai Xian (Liaoning Sheng, China) -- Maps;",Russia Chart 575 1903,agsmap028190,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28813
28815,"E0292900,E0294500,N0601200,N0595400",Karta Kronshtatskoĭ guby; Карта Кронштатской губы,Gulf of Finland 1865,"Nautical charts -- Finland, Gulf of -- Maps;  Coasts -- Russia (Federation) -- Kronshtadt -- Maps;  Harbors -- Russia (Federation) -- Kronshtadt -- Maps;  Coasts -- Russia (Federation) -- Saint Petersburg -- Maps;  Coasts -- Russia (Federation) -- Leningradskai︠a︡ oblastʹ -- Maps;  Kronshtadt (Russia) -- Maps;",Russia Chart 1199 1865,agsmap028206,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28815
28818,"E1443705,E1443754,N0483041,N0482941","Plan O-va Ti︠u︡lenʹi︠a︡go v zalivi︠e︡ ""Terpi︠e︡nīi︠a︡"" po opisi Leĭtenanta Maksimova i Michmana Gili︠a︡rovskago v 1891 g. / Kopiroval khimich. tushʹi︠u︡ S. Shlitter ; Korrektiroval Podpolkovn. M. Klykov ; Pechatano s kamni︠a︡ v Glav. Gidrograf. Upravlenīi M-M-va 1892 g; Планъ О-ва Тюленьяго въ заливѣ ""Терпѣнія"" по описи Лейтенанта Максимова и Мичмана Гиляровскаго въ 1891 г. / Копировалъ химич. тушью С. Шлиттеръ ; Корректировалъ Подполковн. М. Клыковъ ; Печатано съ камня въ Глав. Гидрограф. Управленіи М-М-ва 1892 г","Russia, Sakhalin 1892","Nautical charts -- Okhotsk, Sea of -- Maps;  Coasts -- Russia (Federation) -- Sakhalin (Sakhalinskai︠a︡ oblastʹ) -- Maps;  Coasts -- Russia (Federation) -- Sakhalinskai︠a︡ oblastʹ -- Maps;",Russia Chart 383 1892,agsmap028230,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28818
28819,"E1380839,E1381149,N0562755,N0562533",Zalivʺ Ai︠a︡nʺ po opisi Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana 1916 g. / Snimalʺ i chertili Kapit. mal. pl. P. Simonʺ ; Kopirovalʺ Poruchikʺ Noeit︠s︡kīĭ ; Tipo-litografīi︠a︡ Iosifʺ Korotʹ Vladivostok ; Nachalʹnik Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana ; Davydovʺ; Заливъ Аянъ по описи Гидрографической Экспедиціи Восточнаго океана 1916 г. / Снималъ и чертили Капит. мал. пл. П. Симонъ ; Копировалъ Поручик Ноеицкій ; Типо-литографія Иосифъ Короть Владивостокъ ; Нaчальникъ Гидрографической Экспедиціи Восточнаго океана ; Давыдовъ,Russia 1916,"Nautical charts -- Okhotsk, Sea of -- Maps;  Coasts -- Russia (Federation) -- Khabarovskiĭ kraĭ -- Maps;  Coasts -- Russia (Federation) -- Ai︠a︡no-Maĭskiĭ raĭon -- Maps;  Harbors -- Russia (Federation) -- Khabarovskiĭ kraĭ -- Maps;  Harbors -- Russia (Federation) -- Ai︠a︡no-Maĭskiĭ raĭon -- Maps;",Russia Chart 346 1916,agsmap028200,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28819
28820,"E1390000,E1510000,N0470000,N0410000","Karta prolivovʺ Laperuza i Sangarskago s i︠u︡zhnoi︠u︡ gruppy Kurilʹskikh ostrovovʺ sostavlena sʺ Russkikh, Angliīĭskikh i I︠A︡ponskikh kartʺ i planovʺ 1888-1895 godovʺ vʺ Glavnomʺ Gidrograficheskomʺ Upravlenīi Morskago Ministerstva / Chertilʺ khimichesk. tushʹi︠u︡ M. Posisi︠e︡vʺ ; Korrektirovalʺ Podpolkovnikʺ Petrovʺ ; Pechatano sʺ alli︠u︡mnīi︠a︡ vʺ Glavn. Gidrograficheskomʺ Upr. Mgo Mva vʺ 1902 g; Карта проливовъ Лаперуза и Сангарскаго съ южною группы Курильскихъ острововъ составлена съ Русскихъ, Англиійскихъ и Японскихъ картъ и плановъ 1888-1895 годовъ въ Главномъ Гидрографическомъ Управленіи Морскаго Министерства / Чертилъ химическ. тушью М. Посисѣвъ ; Корректировалъ Подполковникъ Петровъ ; Печатано съ аллюмнія въ Главн. Гидрографическомъ Упр. Мго Мва въ 1902 г","Russia, Kuril Islands 1902","Nautical charts -- North Pacific Ocean -- Maps;  Nautical charts -- Okhotsk, Sea of -- Maps;  Coasts -- Japan -- Hokkaido -- Maps;  Bays -- Japan -- Hokkaido -- Maps;  Coasts -- Russia (Federation) -- Kuril Islands -- Maps;  Bays -- Russia (Federation) -- Kuril Islands -- Maps;  Coasts -- Russia (Federation) -- Sakhalin (Sakhalinskai︠a︡ oblastʹ) -- Maps;  Bays -- Russia (Federation) -- Sakhalin (Sakhalinskai︠a︡ oblastʹ) -- Maps;  La Perouse Strait -- Maps;  Tsugaru Strait (Japan) -- Maps;",Russia Chart 567 1902,agsmap028189,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28820
28821,"E0235200,E0240900,N0570800,N0565454",Baltiĭskoe more port Riga i ustʹe reki zapadnai︠a︡ Dvina (Daugava) / Izdanie Upravlenii︠a︡ Gidrograficheskoĭ sluzhby Voenno-Morskogo Flota ; Otpechatano v 1964 g; Балтийское море порт Рига и устье реки западная Двина (Даугава) / Издание Управления Гидрографической службы Военно-Морского Флота ; Отпечатано в 1964 г,"Gulf of Riga, Latvia 1964","Nautical charts -- Riga, Gulf of (Latvia and Estonia) -- Maps; Nautical charts -- Western Dvina River -- Maps; Coasts -- Latvia -- Rīga -- Maps; Coasts -- Western Dvina River -- Maps; Rīga (Latvia) -- Maps; Riga, Gulf of (Latvia and Estonia) -- Maps;",Russia Chart 454 1964,agsmap028238,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28821
28823,"E1540000,E1651500,N0630000,N0580000","Si︠e︡vero-vostochnai︠a︡ chastʹ Okhotskago mori︠a︡ i Penzhinskīĭ zalivʺ sʺ Gizhiginskoĭ i Penzhinskoĭ gubami po opisi Gidrograficheskoĭ Ėkspeit︠s︡īi Vostochnago okeana vʺ 1913, 1914 i 1915 g.g. / Sostavli︠a︡lʺ i chertilʺ Kapitan mal. pl. P. Simonʺ ; Nachalʹnikʺ Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana ; Polkovnikʺ Davydovʺ; Сѣверо-восточная часть Охотскаго моря и Пенжинскій заливъ съ Гижигинской и Пенжинской губами по описи Гидрографической Экспеиціи Восточнаго океана въ 1913, 1914 и 1915 г.г. / Составлялъ и чертилъ Капитанъ мал. пл. П. Симонъ ; Нaчальникъ Гидрографической Экспедиціи Восточнаго океана ; Полковникъ Давыдовъ","Russia, Sea of Okhotsk 1915","Nautical charts -- Okhotsk, Sea of -- Maps;  Nautical charts -- Russia (Federation) -- Shelikhov Gulf -- Maps;  Coasts -- Russia (Federation) -- Magadanskai︠a︡ oblastʹ -- Maps;  Coasts -- Russia (Federation) -- Kamchatka Peninsula -- Maps;  Coasts -- Okhotsk, Sea of -- Maps;",Russia Chart 340 1915,agsmap028202,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28823
28825,"E1563000,E1643000,N0570000,N0504000","Karta Kamchatskago zaliva sostavlena po glazomi︠e︡rnoĭ sʺemki︠e︡ i promi︠e︡ru Shkhipera shkhuny ""Storozhʺ"" F. Gekʺ vʺ 1900 g. / Chertilʺ khimich. tushʹi︠u︡ M. Posisi︠e︡evʺ ; Korrektirovalʺ Polkovnikʺ Zembalevskīĭ ; Pechatano s alli︠u︡minīi︠a︡ vʺ Gl. Gidrograf. Upravl. M. M. 1902 g; Временная карта Восточнаго берега полуострова Камчатки отъ мыса Столбоваго до мыса Лопатки составлена по картѣ и замѣткамъ Капитана Зандмана Командира вольнаго парохода ""Александръ"" и пополнена по работамъ Шхипера шхуны ""Сторожъ"" Ф. Гека 1900 г","Russia, Kamchatka 1902","Nautical charts -- North Pacific Ocean -- Maps;  Nautical charts -- Russia (Federation) -- Kamchatka River (Kamchatskiĭ kraĭ) -- Maps;  Coasts -- Russia (Federation) -- Kamchatskiĭ kraĭ -- Maps;  Bays -- Russia (Federation) -- Kamchatskiĭ kraĭ -- Maps;  Harbors -- Russia (Federation) -- Kamchatskiĭ kraĭ -- Maps;  Kamchatka River (Kamchatskiĭ kraĭ, Russia) -- Maps;",Russia Chart 580 1902,agsmap028179,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28825
28827,"E0221000,E0243700,N0584500,N0565500",Baltiĭskoe more Rizhskiĭ zaliv / Izdanie Upravlenii︠a︡ Gidrograficheskoĭ sluzhby Voenno-Morskogo Flota ; Otpechatano v 1965 g; Балтийское море Рижский залив / Издание Управления Гидрографической службы Военно-Морского Флота ; Отпечатано в 1965 г,"Gulf of Riga, Latvia 1965","Nautical charts -- Riga, Gulf of (Latvia and Estonia) -- Maps; Riga, Gulf of (Latvia and Estonia) -- Maps;",Russia Chart 407 1965,agsmap028219,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28827
28829,"E1340000,E1351000,N0081500,N0063500",Karta ostrovovʺ Pelevskikh ili Palao po obsli︠e︡dovanīi︠u︡ Kapitana Knorra Germanskago voennago sudna Gerta vʺ 1876 g dopolnenago osmotrom Dzhona M-ak Kli︠u︡ra vʺ 1795-94 godakh i promi︠e︡rom ėskadry Kontrʺ Admirala Kopytova vʺ 1885 godu / Izdana Gidrograficheskimʺ D-tom M-ago M-stva vʺ 1885 godu ; Kopirovalʺ khimich. tushʹi︠u︡ S. Nikolaevʺ ; Korrektirovalʺ Bri︠a︡nt︠s︡evʺ ; Svi︠e︡ri︠a︡lʺ Poruchikʺ Grigorʹevʺ ; Pechatano sʺ kamni︠a︡ pri Gidrografich. D-ti︠e︡ vʺ 1885 g; Карта острововъ Пелевскихъ или Палао по обслѣдованію Капитана Кнорра Германскаго военнаго судна Герта въ 1876 г дополненаго осмотромъ Джона М-ак Клюра въ 1795-94 годахъ и промѣромъ эскадры Контръ Адмирала Копытова въ 1885 году / Издана Гидрографическимъ Д-томъ М-аго М-ства въ 1885 году ; Копировалъ химич. тушью С. Николаевъ ; Корректировалъ Брянцевъ ; Свѣрялъ Поручикъ Григорьевъ ; Печатано съ камня при Гидрографич. Д-тѣ въ 1885 г,Palau 1885,Nautical charts -- Palau -- Maps;  Nautical charts -- North Pacific Ocean -- Maps;  Coasts -- Palau -- Maps;  Harbors -- Palau -- Maps;  Harbors -- Palau -- Koror -- Maps;  Palau -- Maps;  Koror (Palau) -- Maps;,Russia Chart 357 1885,agsmap028236,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28829
28830,"E1590000,E1620000,N0545000,N0533000",Vostochnyĭ bereg poluostrova Kamchatki ot mysa Zhupanova do mysa Kozlova po opisi Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana 1919 god / Chertil Kap. mal. pl. V. Gragaĭtis ; Kopiroval Kap. d. pl. Ivanovskiĭ ; Tipo-litografīi︠a︡ Iosif Korotʹ Vladivostok ; Nachalʹnik Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana ; Podpolkovnik Davydov; Восточный берегъ полуострова Камчатки отъ мыса Жупанова до мыса Козлова по описи Гидрографической Экспедиціи Восточнаго океана 1919 годъ / Чертилъ Кап. мал. пл. В. Грагайтисъ ; Копировалъ Кап. д. пл. Ивановский ; Типо-литографія Иосифъ Короть Владивостокъ ; Нaчальникъ Гидрографической Экспедиціи Восточнаго океана ; Подполковникъ Давыдовъ,"Russia, Kamchatka 1919",Nautical charts -- Bering Sea -- Maps;  Coasts -- Russia (Federation) -- Kamchatskiĭ kraĭ -- Maps;  Capes (Coasts) -- Russia (Federation) -- Kamchatskiĭ kraĭ -- Maps;  Bering Sea Coast (Russia) -- Maps;,Russia Chart 409 1919,agsmap028217,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28830
28831,"E1364408,E1365748,N0545825,N0545327",Guba Lebi︠a︡zhʹi︠a︡ po opisi Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana 1916 g. / Kopirovali Kap. d. pl. Ivanovskiĭ i Kap. m. pl. Vshikarevʺ ; Tipo-litografīi︠a︡ Iosif Korotʹ Vladivostokʺ ; Nachalʹnikʺ Gidrograficheskoĭ Ėkspedit︠s︡īi Vostochnago okeana ; Gidrografʺ-Geodezistʺ Davydovʺ; Губа Лебяжья по описи Гидрографической Экспедиціи Восточнаго океана 1916 г. / Копировали Кап. д. пл. Ивановский и Кап. м. пл. Вшикарев ; Типо-литографія Иосифъ Короть Владивостокъ ; Нaчальникъ Гидрографической Экспедиціи Восточнаго океана ; Гидрографъ-Геодезистъ Давыдовъ,"Russia, Lebyazhya Bay 1916","Nautical charts -- Okhotsk, Sea of -- Maps;  Coasts -- Russia (Federation) -- Khabarovskiĭ kraĭ -- Maps;  Nautical charts -- Russia (Federation) -- Shantarskie Islands -- Maps;  Coasts -- Russia (Federation) -- Shantarskie Islands -- Maps;  Coasts -- Russia (Federation) -- Tuguro-Chumikanskiĭ raĭon -- Maps;",Russia Chart 348 1916,agsmap028195,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28831
28833,"E0595500,E0605500,N0695500,N0693300",I︠U︡gorskiĭ Shar / Sostavleno v 1922 g. po robotam Gidrograficheskikh ėkspedit︠s︡iĭ Severnogo Ledovitogo okeana v 1898 - 1920 g. g. ; Sostavli︠a︡l I. Shili︠a︡ev ; Korrektiroval K. Meshcherskiĭ ; Izdanie Glavnago Gidrograficheskago Upravlenīi︠a︡ Mgo Kta ; Pechatano v 1923 g; Югорский Шар / Составлено в 1922 г. по роботам Гидрографических экспедиций Северного Ледовитого океана в 1898 - 1920 г. г. ; Составлял И. Шиляев ; Корректировал К. Мещерский ; Издание Главнаго Гидрографическаго Управленія Мго Кта ; Печатано в 1923 г,"Russia, Yugor Strait 1923",Nautical charts -- Russia (Federation) -- Kara Sea -- Maps; Nautical charts -- Russia (Federation) -- Yugor Strait (Strait) -- Maps; Bays -- Russia (Federation) -- Yugor Strait (Strait) -- Maps; Coasts -- Russia (Federation) -- Nenet︠s︡kiĭ avtonomnyĭ okrug -- Maps; Yugor Strait (Russia : Strait) -- Maps; Vaigach Island (Russia) -- Maps;,Russia Chart 576 1923,agsmap028192,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/28833
