Full Title,Short Title,Subject,Primo Record Permalink,Original Item Description,Original Item ID,Digital ID,Digital Format,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"Mediterranean, France, south coast, Marseille to Agay Road / published at the Admiralty 16th Octr. 1893 ; Engraved by Edwd. Weller","France, south coast 1902",Nautical charts;    Bathymetric maps; Harbors -- Mediterranean Sea -- Maps; Marseille (France) -- Maps; Rade d'Agay (France) -- Maps,,64 x 98 cm,BA 2607 1902,am022688,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8830,8830,8722.jp2,/agdm/image/8722.jp2
"Baltic, Gulf of Finland, north shore, Hogland to Seskar / published at the Admiralty April 15th 1854 ; Engraved by J. & C. Walker",Gulf of Finland 1898,"Nautical charts;    Bathymetric maps;   Finland, Gulf of -- Maps",,98 x 66 cm,BA 2247 1898,am022757,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8832,8832,8730.jp2,/agdm/image/8730.jp2
"Entrance to the Baltic, the Sound / published at the Admiralty 30th Dec. 1886 ; Engraved by Edwd. Weller","The Sound, Denmark 1899","Nautical charts;    Bathymetric maps;   Sound, The (Denmark and Sweden) -- Maps;  Copenhagen (Denmark) -- Maps",,95 x 65 cm,BA 2115 1899,am022747,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8833,8833,8754.jp2,/agdm/image/8754.jp2
"North Sea, Jade and Wesser Rivers / published at the Admiralty 5th Feby. 1904 ; Engraved by Davies & Company",North Sea 1907,Nautical charts;    Bathymetric maps; North Sea -- Maps; Jade Bay (Germany) -- Maps; Nordenham (Germany) -- Maps; Elsfleth (Germany) -- Maps; Bremerhaven (Germany) -- Maps,,112 x 66 cm,BA 3346 1907,am022646,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8834,8834,8738.jp2,/agdm/image/8738.jp2
"Norway, west coast, sheet 1, Karmo to Bergen / published at the Admiralty 18th June 1873 ; Engraved by Edwd. Weller","Norway, west coast 1909",Nautical charts;    Bathymetric maps; Bergen (Norway) -- Maps; KarmÃ¸y herad (Norway) -- Maps,,68 x 96 cm,BA 2304 1909,am022730,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8835,8835,8830.jp2,/agdm/image/8830.jp2
"Sheet XIII, west coast of India, Malabar Coast, from Anjengo to Cape Comorin / published at the Admiralty Sep. 8th 1857 ; Engraved by J. & C. Walker","Malabar coast, India 1914",Nautical charts;    Bathymetric maps;   Malabar Coast (India) -- Maps,,62 x 96 cm,BA 751 1914,am022796,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8836,8836,8839.jp2,/agdm/image/8839.jp2
Entrances to Corinth Canal : Corinth Roads [and] Kalamaki Bay / published at the Admiralty 11th June 1894 ; Engraved by Davies & Company,"Corinth Canal, Greece 1894",Nautical charts;    Bathymetric maps;  Corinth Canal (Greece) -- Maps;  IsthmiÌa (Greece) -- Maps;  Posidhonia (Greece) -- Maps,,2 maps on 1 sheet : colored ; sheet 46 x 66 cm,BA 2021 1894,am022743,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8838,8838,8775.jp2,/agdm/image/8775.jp2
"Ireland, south coast, Kenmare River / published at the Admiralty July 15th 1857 ; Engraved by J. & C. Walker","Ireland, south coast 1899",Nautical charts;    Bathymetric maps;  Kenmare River (Ireland) -- Maps; Kenmare (Ireland) -- Maps,,70 x 104 cm,BA 2495 1899,am022682,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8839,8839,8767.jp2,/agdm/image/8767.jp2
"West coast of South America, sheet XIV, Peru, Independencia Bay to Begueta Bay / published at the Admiralty Sep. 15th 1840 ; Engraved by J. & C. Walker Sculpt.",Peru coast 1915,Nautical charts;    Bathymetric maps; Peru -- Maps,,62 x 47 cm,BA 1323 1915,am022777,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8840,8840,8855.jp2,/agdm/image/8855.jp2
"Asia, Persian Gulf, western sheet / published at the Admiralty 1st May 1862 ; Engraved by J. & C. Walker",Persian Gulf 1915,Nautical charts;    Bathymetric maps;   Persian Gulf -- Maps,,,BA 2837b 1915,am022793,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8841,8841,8705.jp2,/agdm/image/8705.jp2
"Mediterranean, France, south coast, approaches to Toulon / published at the Admiralty 16th Octr. 1893 ; Engraved by Davies & Company","France, south coast 1897",Nautical charts;    Bathymetric maps; Harbors -- Mediterranean Sea -- Maps; Toulon (France) -- Maps,,65 x 98 cm,BA 2608 1897,am022681,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8842,8842,8725.jp2,/agdm/image/8725.jp2
"Scotland, west coast, sheet 3, Mull of Cantyre to Ardamurchan / published at the Admiralty 15th Jany. 1868 ; Engraved by J. & C. Walker","Scotland, west coast 1898",Nautical charts;    Bathymetric maps;  Mull of Kintyre (Scotland) -- Maps; Kintyre (Scotland) -- Maps,,98 x 80 cm,BA 2515 1898,am022676,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8843,8843,8788.jp2,/agdm/image/8788.jp2
"Mediterranean Sea, Greece, Gulf of Patras and approaches / published at the Admiralty 1st Augt. 1892 ; Engraved by Edwd. Weller","Gulf of Patras, Greece 1894","Nautical charts;    Bathymetric maps;  Nautical charts -- Greece -- Maps; Patras, Gulf of (Greece) -- Maps",,66 x 86 cm,BA 1676 1894,am022698,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8844,8844,8858.jp2,/agdm/image/8858.jp2
"Mediterranean, Italy, south coast, Taranto / published at the Admiralty 26th mar. 1894 ; Engraved by Edwd. Weller","Italy, south coast 1894",Nautical charts;    Bathymetric maps;  Nautical charts -- Italy -- Maps; Taranto (Italy) -- Maps,,65 x 98 cm,BA 1643 1894,am022637,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8845,8845,8726.jp2,/agdm/image/8726.jp2
"Mediterranean Sea, Egypt, Alexandria to Port Said / published at the Admiralty 20th July 1859",Egypt coast 1908,Nautical charts;    Bathymetric maps; Nautical charts -- Egypt; Alexandria (Egypt) -- Maps; Port Said (Egypt) -- Maps,,62 x 116 cm,BA 2630 1908,am022722,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8846,8846,8808.jp2,/agdm/image/8808.jp2
"Africa, west coast, Cape Spartel to Cape Ghir / published at the Admiralty 15th Novr. 1897 ; Engraved by Edwd. Weller","Africa, west coast 1913","Nautical charts;    Bathymetric maps; Africa, West -- Maps",,98 x 64 cm,BA 1228 1913,am022780,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8847,8847,8868.jp2,/agdm/image/8868.jp2
"Archipelago, the Islands of Tinos, Mykoni, Rhenea and Delos / published at the Admiralty June 15th 1847 ; Engraved by J. & C. Walker Sculpt.",Greece 1910,Nautical charts;    Bathymetric maps; Harbors -- Mediterranean Sea -- Maps; TeÌ„nos (Greece) -- Maps; Mykonos (Greece) -- Maps; Delos Island (Greece) -- Maps,,48 x 62 cm,BA 1815 1910,am022630,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8848,8848,8791.jp2,/agdm/image/8791.jp2
"Mediterranean, Adriatic Sea, Gulf of Cattaro to Corfu, including the coast of Italy from Cape St. Maria Di Leuca to Brindisi / published at the Admiralty 5th Sept. 1878 ; Engraved by Davies & Company","Corfu, Italy 1901","Nautical charts;    Bathymetric maps; Harbors -- Mediterranean Sea -- Maps; Kotor, Gulf of (Montenegro) -- Maps; Corfu Channel (Albania and Greece) -- Maps; Otranto (Italy) -- Maps",,98 x 65 cm,BA 2701 1901,am022665,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8849,8849,8706.jp2,/agdm/image/8706.jp2
Plans of anchorages in the Aegean Sea / published at the Admiralty 15th jany. 1898 ; Engraved by Malby & Sons,Aegean Sea 1898,Nautical charts;    Bathymetric maps; Harbors -- Aegean Sea -- Maps; Iasos (Extinct city) -- Maps,,46 x 65 cm,BA 1878 1898,am022693,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8850,8850,8798.jp2,/agdm/image/8798.jp2
"Scotland, north coast, sheet VI, Thurso to Cape Wrath / published at the Admiralty Augt. 1st 1849 ; Engraved by J. & C. Walker Sculpt.","Thurso, Scotland 1871","Nautical charts;    Bathymetric maps; Nautical charts -- Scotland -- Maps; Thurso (Scotland) -- Maps; Wrath, Cape (Scotland) -- Maps",,48 x 63 cm,BA 1954 1871,am022707,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8851,8851,8721.jp2,/agdm/image/8721.jp2
"Norway, south-west coast, the Naze to Karmo / published at the Admiralty Decr. 18th 1869 ; Engraved by J. & C. Walker","Norway, south west coast 1909",Nautical charts;    Bathymetric maps; Lindesnes (Norway) -- Maps;  KarmÃ¸y herad (Norway) -- Maps,,92 x 64 cm,BA 2281 1909,am022733,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8852,8852,8836.jp2,/agdm/image/8836.jp2
"Mediterranean, Crete, Megalo Kastron or Candia, (Ancient Heraklea) / published at the Admiralty 28th Decr. 1897 ; Engraved by Malby & Sons","Crete, Greece 1898",Nautical charts;    Bathymetric maps; Nautical charts -- Greece -- Maps; Crete (Greece) -- Maps,,8 x 65 cm,BA 1904 1898,am022714,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8853,8853,8811.jp2,/agdm/image/8811.jp2
"Mediterranean, Italy, west coast, sheet III, Civita Vecchia to Naples / published at the Admiralty 23rd Octr. 1893 ; Engraved by Davies & Company","Italy, west coast 1910",Nautical charts;    Bathymetric maps; Civitavecchia (Italy) -- Maps; Naples (Italy) -- Maps,,65 x 98 cm,BA 1841 1910,am022627,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8854,8854,8735.jp2,/agdm/image/8735.jp2
Harbours on the eastern coast of the Adriatic / published at the Admiralty 16th July 1878 ; Engraved by Davies & Company,"Adriatic Sea, eastern 1901",Nautical charts;    Bathymetric maps;   Harbors -- Adriatic Sea -- Maps; Harbors -- Adriatic Sea -- Maps,,3 maps on 1 sheet : colored ; 43 x 58 cm,BA 1582 1901,am022765,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8855,8855,8804.jp2,/agdm/image/8804.jp2
Plans of anchorages in the Strait of Khios / published at the Admiralty 30th Decr. 1897 ; Engraved by Malby & Sons,Greece anchorages 1897,Nautical charts;    Bathymetric maps,,5 maps on 1 sheet : colored ; 47 x 65 cm,BA 1635 1897,am022636,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8856,8856,8781.jp2,/agdm/image/8781.jp2
"Norway, west coast, Skudesnaes Fiord, approach to Stavanger / published at the Admiralty 22nd June 1898 ; Engraved by Davies & Company","Norway, west coast 1909",Nautical charts;    Bathymetric maps;  Fjords -- Norway -- Maps; Nautical charts -- Norway -- Maps; Skudeneshavn (Norway) -- Maps; Stavanger (Norway) -- Maps,,64 x 97 cm,BA 1662 1909,am022640,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8857,8857,8733.jp2,/agdm/image/8733.jp2
"Africa, west coast, Strait of Gibraltar to the River Gambia / published at the Admiralty 15th Nov. 1887 ; Engraved by Davies & Company","Africa, west coast 1916","Nautical charts;    Bathymetric maps; Gibraltar, Strait of -- Maps;  Gambia River -- Maps",,95 x 64 cm,BA 1226 1916,am022781,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8859,8859,8826.jp2,/agdm/image/8826.jp2
"Scotland, west coast, Ardnamurchan Point to Loch Bhreatal, Skye, including the Small Isles and Sleat Sound / published at the Admiralty 31st Decr. 1876 ; Engraved by Edwd. Weller","Scotland, west coast 1895",Nautical charts;    Bathymetric maps; Harbors -- Scotland -- Maps,,65 x 97 cm,BA 2507 1895,am022675,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8860,8860,8863.jp2,/agdm/image/8863.jp2
"Mediterranean, Italy, West Coast, Cape Bonifati to Strait of Messina / published at the Admiralty 12th July 1894 ; Engraved by Davies & Company.  Edition: Small corrections ... 09","Italy, west coast 1909","Nautical charts;    Bathymetric maps; Nautical charts -- Italy -- Maps; Messina, Strait of (Italy) -- Maps; Capo Bonifati (Italy) -- Maps",,83 x 64 cm,BA 1976 1909,am022709,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8861,8861,8867.jp2,/agdm/image/8867.jp2
"England- west coast, Milford Haven / published at the Admiralty 24th June 1896 ; Engraved by Davies & Company","Milford Haven, England 189",Nautical charts;    Bathymetric maps; Milford Haven (Wales) -- Maps,,65 x 138 cm,BA 2879 1899,am022649,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8862,8862,8854.jp2,/agdm/image/8854.jp2
"Mediterranean Sea, western sheet / published at the Admiralty 18th Dec. 1883 ; Engraved by Davies & Company","Mediterranean Sea, west 1909",Nautical charts;    Bathymetric maps;  Mediterranean Sea -- Maps,,63 x 101 cm,BA 2158A 1909,am022652,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8863,8863,8805.jp2,/agdm/image/8805.jp2
"France, west coast, sheet 2, Pte. d'Arcachon to Pte. de la Coubre / published at the Admiralty 10th June 1859 ; Engraved by J. & C. Walker","France, west coast 1895",Nautical charts;    Bathymetric maps; Pointe de la Coubre (France) -- Maps; Pointe d'Arcachon (France) -- Maps; Garonne River (Spain and France) -- Maps; Arcachon Basin (France) -- Maps,,98 x 63 cm,BA 2664 1895,am022671,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8864,8864,8801.jp2,/agdm/image/8801.jp2
"Asia Minor, Samos Strait to Mandelyah Gulf / published at the Admiralty 23rd Novr. 1898 ; Engraved by Davies & Company","Gulf of Kusadasi, Turkey 1898","Nautical charts;    Bathymetric maps; Kusadasi, Gulf of (Turkey) -- Maps",,98 x 64 cm,BA 1546 1898,am022774,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8865,8865,8778.jp2,/agdm/image/8778.jp2
"Ireland, Galway Bay, Isles of Arran / published at the Admiralty Oct. 11th 1850 ; Engraved by J. & C. Walker","Isles of Arran, Ireland 1898",Nautical charts;    Bathymetric maps; Galway Bay (Ireland) -- Maps;   Aran Islands (Ireland) -- Maps,,31 x 58 cm,BA 2015 1898,am022744,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8866,8866,8865.jp2,/agdm/image/8865.jp2
"North Sea, the Skagerrak or Sleeve / published at the Admiralty June 20th 1854 ; Engraved by J. & C. Walker Sculpt.",North Sea 1899,Nautical charts;    Bathymetric maps;   Straits -- Denmark -- Maps;  Straits -- Norway -- Maps;  Skagerrak -- Maps;  Hebrides (Scotland) -- Maps,,63 x 97 cm,BA 2289 1899,,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8867,8867,8732.jp2,/agdm/image/8732.jp2
"West coast of Africa, sheet XIV, Barako to Cape St. Paul / published at the Admiralty July 28th 1841 ; Engraved by J. & C. Walker","Africa, west coast 1912","Nautical charts;    Bathymetric maps; Accra (Ghana) -- Maps;  Guinea, Gulf of -- Maps",,49 x 63 cm,BA 1360 1912,am022776,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8868,8868,8704.jp2,/agdm/image/8704.jp2
"Spain, west coast, Arosa and Pontevedra Bays / published at the Admiralty 18th Sept. 1875 ; Engraved by Davies & Company","Spain, west coast 1908",Nautical charts;    Bathymetric maps; Pontevedra (Spain) -- Maps; Pontevedra Estuary (Spain) -- Maps; Arosa Bay (Spain) -- Maps,,74 x 66 cm,BA 1758 1908,am022703,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8869,8869,8737.jp2,/agdm/image/8737.jp2
"Ireland, west coast, Tralee and Brandon Bays / published at the Admiralty Dec. 3rd 1860 ; Engraved by J. & C. Walker","Ireland, west coast 1896",Nautical charts;    Bathymetric maps; Nautical charts -- Ireland -- Maps; Tralee (Ireland) -- Maps; Brandon Bay (Ireland) -- Maps,,63 x 97cm,BA 2739 1896,am022655,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8870,8870,8833.jp2,/agdm/image/8833.jp2
Port Melinda on the east coast of Africa / published at the Admiralty September 28th 1827 ; Engraved by J. & C. Walker Sculpt.,"Africa, east coast 1827","Nautical charts;    Bathymetric maps;   Africa, East -- Maps",,28 x 20 cm,BA 667 1827,am022790,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8872,8872,8848.jp2,/agdm/image/8848.jp2
"Mediterranean Greece, Gulf of Athens, and entrance to the Petali Gulf / published at the Admiralty 6th May 1892 ; Engraved by Davies & Company","Greece, Gulf of Athens 1907","Nautical charts;    Bathymetric maps; Nautical charts -- Greece -- Maps; Saronic Gulf (Greece) -- Maps; Petalion, Gulf of (Greece) -- Maps; Kea Island (Greece) -- Maps",,64 x 98 cm,BA 1657 1907,am022638,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8873,8873,8782.jp2,/agdm/image/8782.jp2
"Mediterranean, France and Italy, Cape Ferrat to Bordighera / published at the Admiralty 12th April 1902 ; Engraved by Davies & Company",Italy and France coasts 1910,Nautical charts;    Bathymetric maps; Harbors -- Mediterranean Sea -- Maps; Cap-Ferret Peninsula (France) -- Maps; Bordighera (Italy) -- Maps; Monaco -- Maps,,66 x 113 cm,BA 3220 1910,am022643,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8874,8874,8728.jp2,/agdm/image/8728.jp2
"Scotland- west coast, northern part of the Sound of Raasay and Inner Sound / published at the Admiralty 9th March 1857 ; Engraved by J. & C. Walker","Scotland, west coast 1874","Nautical charts -- Scotland -- Maps; Raasay, Sound of (Scotland) -- Maps; Inner Sound (Scotland) -- Maps",,64 x 101 cm,BA 2570 1874,am022687,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8875,8875,8819.jp2,/agdm/image/8819.jp2
"Mediterranean Algeria, C. Ivi to Algiers / published at the Admiralty 25th June 1894 ; Engraved by Edwd. Weller",Algeria coast 1914,Nautical charts;    Bathymetric maps; Nautical charts -- Algeria -- Maps; Algiers (Algeria) -- Maps,,65 x 98 cm,BA 1909 1914,am022713,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8876,8876,8794.jp2,/agdm/image/8794.jp2
"France, west coast, sheet V, Bourgneuf to I. de Groix / published at the Admiralty 2nd May 1858 ; Engraved by J. & C. Walker","France, west coast 1895","Nautical charts;    Bathymetric maps; Harbors -- Mediterranean Sea -- Maps; Bourgneuf, Bay of (France) -- Maps; Groix (France) -- Maps",,63 x 98 cm.,BA 2646 1895,am022666,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/8877,8877,8850.jp2,/agdm/image/8850.jp2
"Africa, west coast, sheet XVII, Lekki to River Dodo / published at the Admiralty 11th Septr. 1893 ; Engraved by Malby & Sons","Africa, west coast 1914","Nautical charts; Bathymetric maps;   Africa, West -- Maps",,64 x 98 cm,BA 1862 1914,am022828,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/9038,9038,8881.jp2,/agdm/image/8881.jp2
"Norway, the Naze to the North Cape / published at the Admiralty 11th July 1891 ; Engraved by Davies & Company",Norway 1896,Nautical charts; Bathymetric maps; Norway -- Maps;,,93 x 64 cm,BA 1479 1896,am022804,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/9039,9039,8876.jp2,/agdm/image/8876.jp2
"Africa, east coast, Delagoa Bay to Cape Guardafui, including Mozambique Channel and Madagascar I., with the off lying islands and reefs / published at the Admiralty 21st Oct. 1882 ; Engraved by Davies & Company","Africa, east coast and Madagascar 1915","Nautical charts; Bathymetric maps;   Africa, East -- Maps;  Madagascar -- Maps",,119 x 66 cm,BA 597 1915,am022813,image/tif; Image/jp2,http://cdm17272.contentdm.oclc.org/cdm/ref/collection/agdm/id/9040,9040,8885.jp2,/agdm/image/8885.jp2
